"movieid","titre","summary","certificat","duration","poster","directors","writers","stars"
6598,Step Into Liquid,Surfers and secret spots from around the world are profiled in this documentary.,PG,"1h 27m",https://m.media-amazon.com/images/M/MV5BMTgwODU1MDIwNl5BMl5BanBnXkFtZTcwMjc3MzkyMQ@@._V1_FMjpg_UX500_.jpg,Dana Brown,Dana Brown,Laird Hamilton|Layne Beachley|Dan Malloy
65577,La Légende de Despereaux,An unusually brave mouse helps to restore happiness to a forlorn kingdom after making friends with a gentleman rat.,Tous publics,"1h 33m",https://m.media-amazon.com/images/M/MV5BMTg0MTc5MTc1MV5BMl5BanBnXkFtZTcwNjgwNDE4MQ@@._V1_FMjpg_UX510_.jpg,Sam Fell|Robert Stevenhagen,Kate DiCamillo|Gary Ross|Will McRobb,Matthew Broderick|Emma Watson|Dustin Hoffman
122916,Thor: Ragnarok,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",Tous publics,"2h 10m",https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_FMjpg_UY720_.jpg,Taika Waititi,Eric Pearson|Craig Kyle|Christopher L. Yost,Chris Hemsworth|Tom Hiddleston|Cate Blanchett
59220,Outsourced,"After his entire department is outsourced, an American novelty products salesman (Hamilton) heads to India to train his replacement.",PG-13,"1h 43m",https://m.media-amazon.com/images/M/MV5BMTI1ODE2ODYyMl5BMl5BanBnXkFtZTYwNzMyOTMz._V1_FMjpg_UX271_.jpg,John Jeffcoat,George Wing|John Jeffcoat,Josh Hamilton|Ayesha Dharker|Asif Basra
58,Le facteur,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",Tous publics,"1h 48m",https://m.media-amazon.com/images/M/MV5BMDU3NmI3YzUtMDExZS00ODA0LTlhM2UtYjYzNzI5ZDI1OGIzXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_FMjpg_UX680_.jpg,Michael Radford|Massimo Troisi,Antonio Skármeta|Furio Scarpelli|Giacomo Scarpelli,Massimo Troisi|Philippe Noiret|Maria Grazia Cucinotta
112911,Hercule,"Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",Tous publics avec avertissement,"1h 38m",https://m.media-amazon.com/images/M/MV5BODZiYzBmOTYtM2JkZS00MjVmLTk0MjQtMDM2ODMzZmYwNGVkXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_FMjpg_UX500_.jpg,Brett Ratner,Ryan J. Condal|Evan Spiliotopoulos|Steve Moore,Dwayne Johnson|John Hurt|Ian McShane
35836,"40 ans, toujours puceau","Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",Tous publics,"1h 56m",https://m.media-amazon.com/images/M/MV5BZjFmZmNhNjQtOTQwYy00ODhiLWFhMWUtOWQ3Yjg4NTBhYjM3XkEyXkFqcGdeQXVyNjI0MTA1MTM@._V1_FMjpg_UX215_.jpg,Judd Apatow,Judd Apatow|Steve Carell,Steve Carell|Catherine Keener|Paul Rudd
4630,Cadence de combat,A TV-network boss pits a wrestler called Zeus against a wrestler called Rip in a wrestling match.,PG-13,"1h 33m",https://m.media-amazon.com/images/M/MV5BNDkxZDkyM2EtNDZhZi00ODg2LThjOWUtNmEzNzY2MDBhNjgwXkEyXkFqcGdeQXVyOTA0NzE2MzA@._V1_FMjpg_UX960_.jpg,Thomas J. Wright,Dennis Hackin,Hulk Hogan|Joan Severance|Kurt Fuller
71466,City Island,"Prison guard Vince tells Molly from acting class, that one inmate is his 24 y.o. love child. Vince takes him home to stay with his family - straight A son with fat girl fetish, college dropout/stripper daughter and cute wife.",Tous publics,"1h 44m",https://m.media-amazon.com/images/M/MV5BOTIyZmQwNTctZWY4Mi00ZjE5LTgxNTMtMzhlNTkwN2U4M2I5XkEyXkFqcGdeQXVyODY2MzY0NDE@._V1_FMjpg_UX1024_.jpg,Raymond De Felitta,Raymond De Felitta,Andy Garcia|Julianna Margulies|Steven Strait
3466,Drôles de fantômes,An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife.,Tous publics,"1h 44m",https://m.media-amazon.com/images/M/MV5BYWI5MDAwOWUtMDQ0ZS00NGRjLWIwZjEtYjk2YmRmMWIwMzRkXkEyXkFqcGdeQXVyMTA0MDM3NDg4._V1_FMjpg_UX300_.jpg,Ron Underwood,Gregory Hansen|Erik Hansen|Brent Maddock,Robert Downey Jr.|Charles Grodin|Alfre Woodard
110730,Transcendance,A scientist's drive for artificial intelligence takes on dangerous implications when his own consciousness is uploaded into one such program.,Tous publics,"1h 59m",https://m.media-amazon.com/images/M/MV5BOTVkOTViODItMjI5Yy00Mzk3LTg5YWQtNWNhYTZjYmVlZDI3XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UY720_.jpg,Wally Pfister,Jack Paglen,Johnny Depp|Rebecca Hall|Morgan Freeman
2726,L'Ultime Razzia,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,Tous publics,"1h 24m",https://m.media-amazon.com/images/M/MV5BM2IyYWFhOWItY2U0Ny00ZTdjLWJlZGEtOTgxZTQ3MmE5NGMyXkEyXkFqcGdeQXVyMzY1MzQyOTY@._V1_FMjpg_UX726_.jpg,Stanley Kubrick,Stanley Kubrick|Jim Thompson|Lionel White,Sterling Hayden|Coleen Gray|Vince Edwards
427,Boxing Helena,"A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.","12","1h 47m",https://m.media-amazon.com/images/M/MV5BNmVhNWU3MjUtZGM1Ni00YTg3LWIyNDAtMzYzMWQ4NTE2ODRkXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_FMjpg_UX561_.jpg,Jennifer Lynch,Philippe Caland|Jennifer Lynch,Julian Sands|Sherilyn Fenn|Bill Paxton
3390,Shanghai Surprise,"Shanghai, 1938: A missionary woman hires a fortune hunter to help her find 1100 lbs. opium lost, as wounded need the morphine. Adventure and romance follows.",PG-13,"1h 37m",https://m.media-amazon.com/images/M/MV5BNTE3ODAxNTMxOV5BMl5BanBnXkFtZTcwNDYxMTE3NA@@._V1_FMjpg_UX1023_.jpg,Jim Goddard,John Kohn|Robert Bentley|Tony Kenrick,Sean Penn|Madonna|Paul Freeman
74727,Dzhentlmeny udachi,It so happens that peaceful kindergarten teacher is incredibly similar to the terrible villain who stole the helmet of Alexander the Great. And villain's accomplices are unexpectedly similar to children - they also need love and care.,TV-13,"1h 28m",https://m.media-amazon.com/images/M/MV5BMTA2M2UxMzAtOGEwMS00OTMwLTk0NGEtMGU5ZTAxNzAwMDA2XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_FMjpg_UX1000_.jpg,Aleksandr Seryy,Georgiy Daneliya|Viktoriya Tokareva,Evgeniy Leonov|Georgiy Vitsin|Saveliy Kramarov
3062,Le jour le plus long,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",Tous publics,"2h 58m",https://m.media-amazon.com/images/M/MV5BZTM1ZjQ2YTktNDM2MS00NGY2LTkzNzItZTU4ODg1ODNkMWYxL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_FMjpg_UX960_.jpg,Ken Annakin|Andrew Marton|Gerd Oswald,Cornelius Ryan|Romain Gary|James Jones,John Wayne|Robert Ryan|Richard Burton
442,Demolition Man,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,Tous publics,"1h 55m",https://m.media-amazon.com/images/M/MV5BMDBmNDhjOTYtZWVlMC00YzUwLWIyZjEtYzFjMWM5OTdiZDJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_FMjpg_UX540_.jpg,Marco Brambilla,Peter M. Lenkov|Robert Reneau|Daniel Waters,Sylvester Stallone|Wesley Snipes|Sandra Bullock
3626,"8 femmes 1/2","Following the death of a mother, a father and son open up their very own harem in their Genevan estate after watching 8½ (1963).","12","1h 58m",https://m.media-amazon.com/images/M/MV5BYzZkYWE1OGUtMzViOS00YmVmLTllM2EtYTdhMWYyYWU0ZDdmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_FMjpg_UX788_.jpg,Peter Greenaway,Peter Greenaway,John Standing|Matthew Delamere|Vivian Wu
3592,Les maîtres du temps,"Piel, a 7 or 8 year old boy, is alone on the desert planet Perdide, only survivor of an attack by giant hornets. Calling for help, Piel's father's friend Jaffar keeps contact with the kid and hurries across space toward Perdide.","1982","1h 18m",https://m.media-amazon.com/images/M/MV5BMmE3NzQxNWQtN2M5MC00Zjg1LWI0ZTgtNDlhYzFkZGMxNzM3XkEyXkFqcGdeQXVyNzEyNjUwMTA@._V1_FMjpg_UX850_.jpg,René Laloux,Stefan Wul|René Laloux|Jean 'Moebius' Giraud,Jean Valmont|Michel Elias|Frédéric Legros
537,Sirènes,"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",R,"1h 38m",https://m.media-amazon.com/images/M/MV5BNTVmNzUwZDktZGY5Mi00MGM2LTlhMmYtNTg4MTRmZjU2ZjA4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_FMjpg_UX580_.jpg,John Duigan,John Duigan,Hugh Grant|Tara Fitzgerald|Sam Neill
3877,Supergirl,"After losing a powerful orb, Kara Zor-El, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",Tous publics,"2h 4m",https://m.media-amazon.com/images/M/MV5BNjE1ZDYyNDAtNzQ1My00YjM0LWI5ZWItNTBmMDg2Nzg2ZmNmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_FMjpg_UX983_.jpg,Jeannot Szwarc,David Odell,Helen Slater|Faye Dunaway|Peter O'Toole
45672,Click,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,Tous publics,"1h 47m",https://m.media-amazon.com/images/M/MV5BMTA1MTUxNDY4NzReQTJeQWpwZ15BbWU2MDE3ODAxNw@@._V1_FMjpg_UX450_.jpg,Frank Coraci,Steve Koren|Mark O'Keefe,Adam Sandler|Kate Beckinsale|Christopher Walken
26429,Le vampire de ces dames,"After being evicted from his castle in Transylvania, Count Dracula and his assistant Renfield travel to New York to find a woman who the Count believes is the reincarnation of the woman he has loved for all eternity.",Tous publics,"1h 36m",https://m.media-amazon.com/images/M/MV5BODE5NzM4NTMtMjEwNy00ZDdiLTk0OGUtMDI0Y2Y5ZGEyOTc2XkEyXkFqcGdeQXVyMTMwMjg5Njgw._V1_FMjpg_UX1061_.jpg,Stan Dragoti,Robert Kaufman|Mark Gindes|Bram Stoker,George Hamilton|Susan Saint James|Richard Benjamin
3744,Shaft,New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.,"12","1h 39m",https://m.media-amazon.com/images/M/MV5BNjkxMTVjYzQtYTQ1YS00Y2JiLWJkYTctNTY4MmQ4OThjMDI5XkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_FMjpg_UX1000_.jpg,John Singleton,Ernest Tidyman|John Singleton|Shane Salerno,Samuel L. Jackson|Vanessa Williams|Christian Bale
2037,La course au trésor,"Welcome to Candleshoe, a stately English manor where a swashbuckling pirate hid a fortune in Spanish doubloons centuries ago. And that's what young orphan Casey and a sly con man are determined to find.",Tous publics,"1h 41m",https://m.media-amazon.com/images/M/MV5BMjRlZGRkMDItNmIxNS00NjlhLThjNzctODRhZGI0YzY1MWIyXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_FMjpg_UX1024_.jpg,Norman Tokar,David Swift|Rosemary Anne Sisson|Michael Innes,Jodie Foster|David Niven|Helen Hayes
85414,Source Code,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,Tous publics,"1h 33m",https://m.media-amazon.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_FMjpg_UY720_.jpg,Duncan Jones,Ben Ripley,Jake Gyllenhaal|Michelle Monaghan|Vera Farmiga
26578,Le sacrifice,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",Tous publics,"2h 29m",https://m.media-amazon.com/images/M/MV5BMzlkNWY4YTUtNGIxNi00ZjFkLTg3MDgtYzhmNDBiNjFmNjVhXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_FMjpg_UX1280_.jpg,Andrei Tarkovsky,Andrei Tarkovsky,Erland Josephson|Susan Fleetwood|Allan Edwall
56788,La guerre selon Charlie Wilson,"A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.",Tous publics,"1h 42m",https://m.media-amazon.com/images/M/MV5BZGQzYmJhZDEtYmYwMi00MWQ5LWE0ZTktYjYyNmMzNDc3ODYwXkEyXkFqcGdeQXVyMjExMzI0OTg@._V1_FMjpg_UX215_.jpg,Mike Nichols,Aaron Sorkin|George Crile,Tom Hanks|Julia Roberts|Philip Seymour Hoffman
33880,"Moi, toi et tous les autres",A lonely shoe salesman and an eccentric performance artist struggle to connect in this unique take on contemporary life.,Tous publics,"1h 31m",https://m.media-amazon.com/images/M/MV5BYzIyMWRjYmEtZTliMC00N2E0LTg0OTItZmUzZGIwNTY5NjQ0XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_FMjpg_UX600_.jpg,Miranda July,Miranda July,John Hawkes|Miranda July|Miles Thompson
8840,Who's That Knocking at My Door,A young man can't accept the girl he likes because of her bitter past.,R,"1h 30m",https://m.media-amazon.com/images/M/MV5BYTRkOTg4NGUtZmQ3Yy00ODBlLTlmODEtMDBjZTNkZjNhMTBmXkEyXkFqcGdeQXVyNzIwNDA4NzI@._V1_FMjpg_UY720_.jpg,Martin Scorsese,Martin Scorsese|Betzi Manoogian,Harvey Keitel|Zina Bethune|Anne Collette
3468,L'Arnaqueur,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,Tous publics,"2h 14m",https://m.media-amazon.com/images/M/MV5BZGM5ODBjOWQtMjFiYi00Y2I1LTg2NDQtZjVmYjIxNmFmNWQxXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_FMjpg_UX580_.jpg,Robert Rossen,Sidney Carroll|Robert Rossen|Walter Tevis,Paul Newman|Jackie Gleason|Piper Laurie
46572,Edmond,A fortune-teller's teasing rumination sends Edmond Burke lurching into New York City's hellish underworld.,Tous publics,"1h 22m",https://m.media-amazon.com/images/M/MV5BMDM2YmU4ZDMtOWVkMS00YzIxLWFmMzktZGY4MmIyMDYzYTNmXkEyXkFqcGdeQXVyNjE5ODI4Ng@@._V1_FMjpg_UX640_.jpg,Stuart Gordon,David Mamet,William H. Macy|Julia Stiles|Joe Mantegna
4397,Cannon Ball 2,The original characters from The Cannonball Run (1981) race across the country once more in various cars and trucks.,Tous publics,"1h 48m",https://m.media-amazon.com/images/M/MV5BOGUzMTc4NzAtMDQwNy00NGMxLTg2YzktMGY0MDJjMTk2NjM5XkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_FMjpg_UX988_.jpg,Hal Needham|Ralph Bakshi,Brock Yates|Hal Needham|Albert S. Ruddy,Burt Reynolds|Dom DeLuise|Dean Martin
72737,La princesse et la grenouille,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",Tous publics,"1h 37m",https://m.media-amazon.com/images/M/MV5BZGMwYmU2YzktM2I5NS00YjdkLTg5N2ItZjEzNWJkZTc5MDFlXkEyXkFqcGdeQXVyMzUxNTM4ODc@._V1_FMjpg_UX1115_.jpg,Ron Clements|John Musker,Ron Clements|John Musker|Greg Erb,Anika Noni Rose|Keith David|Oprah Winfrey
4085,Le flic de Beverly Hills,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,Tous publics,"1h 45m",https://m.media-amazon.com/images/M/MV5BM2RkOWE3ZTYtYTIwZS00ZWJmLTg5MzMtNzEyNGMzNWM5ZTIwXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX700_.jpg,Martin Brest,Daniel Petrie Jr.|Danilo Bach,Eddie Murphy|Judge Reinhold|John Ashton
4605,Tête-à-tête,"A cynical advertising exec has a block at work leading to a meltdown. He's hilariously out of control. Getting a big, talking boil on his shoulder doesn't help.",R,"1h 30m",https://m.media-amazon.com/images/M/MV5BODVlMzk4MWItODc1Mi00NDViLWIxNzctODIyMDQzMmNlNGEyXkEyXkFqcGdeQXVyNDI2MDA5Mg@@._V1_FMjpg_UX652_.jpg,Bruce Robinson,Bruce Robinson,Richard E. Grant|Rachel Ward|Richard Wilson
27627,Oasis,An irresponsible and childish ex-con befriends a girl with cerebral palsy and develops a progressively stronger bond with her.,Tous publics,"2h 13m",https://m.media-amazon.com/images/M/MV5BYjdjNDg1ZWYtYjdlYi00ZDk5LWE1MjktN2VjNTgyN2RmZmYxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_FMjpg_UX780_.jpg,Lee Chang-dong,Lee Chang-dong,Sol Kyung-gu|Moon So-ri|Ahn Nae-sang
146656,Creed: L'héritage de Rocky Balboa,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Tous publics,"2h 13m",https://m.media-amazon.com/images/M/MV5BNzVhMmVhMGQtMmUwMC00MTJmLTgzOWMtNTE3YjJiZGNiMDkyXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_FMjpg_UX720_.jpg,Ryan Coogler,Ryan Coogler|Aaron Covington|Sylvester Stallone,Michael B. Jordan|Sylvester Stallone|Tessa Thompson
173253,Vir Das: Abroad Understanding,"Comedian Vir Das critics nationalism, globalism and bad politics in two performances in New York and New Delhi.",TV-MA,"1h 5m",https://m.media-amazon.com/images/M/MV5BNmNmNmE0NjAtNmNjZi00ZDE4LWFlYTItM2ExNDA0ZmIyMDcwXkEyXkFqcGdeQXVyNTMyNDM5MTM@._V1_FMjpg_UX640_.jpg,Marcus Raboy,Vir Das,Vir Das
60818,Les contes du disque-monde,"It's Hogswatch (equivalent to Christmas) on the Discworld and the Hogfather has gone missing, requiring Death to take his place while his granddaughter Susan endeavors to find out what has happened.","2006","3h 9m",https://m.media-amazon.com/images/M/MV5BOTFmNWNkMjEtYzkxNS00ODJkLWJlZWMtMTRhMDYyMjllZDNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UX840_.jpg,Vadim Jean,Vadim Jean|Terry Pratchett,David Jason|Marc Warren|Michelle Dockery
1585,Love Serenade,"In Sunray, a backwater town on Australia's Murray River, there's little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the station; he's mid-40s, detached, thrice divorced, hatchet faced. But both sisters next door ...",Tous publics,"1h 41m",https://m.media-amazon.com/images/M/MV5BMTcwNzc3MDQ5MF5BMl5BanBnXkFtZTcwOTY0NzIyMQ@@._V1_FMjpg_UX271_.jpg,Shirley Barrett,Shirley Barrett,Miranda Otto|Rebecca Frith|George Shevtsov
4850,Spriggan,An elite superhuman agent must stop a foreign military unit from seizing control of an ancient artifact that holds the key to ultimate power.,R,"1h 30m",https://m.media-amazon.com/images/M/MV5BOWM5NzQ5NTgtZmFlMy00MDI2LTg5NzctYjE2NmJjODA1ZjFlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_FMjpg_UX554_.jpg,Hirotsugu Kawasaki|Norihiko Sutô|Katsuhiro Ôtomo,Yasutaka Itô|Hirotsugu Kawasaki|Ryoji Minagawa,Shôtarô Morikubo|Ryuji Aigase|Takehito Koyasu
27846,The Corporation,Documentary that looks at the concept of the corporation throughout recent history up to its present-day dominance.,Tous publics,"2h 25m",https://m.media-amazon.com/images/M/MV5BNzMyNzc2MTgwMl5BMl5BanBnXkFtZTYwNTU3Nzc2._V1_FMjpg_UX485_.jpg,Mark Achbar|Jennifer Abbott,Joel Bakan|Harold Crooks|Mark Achbar,Mikela Jay|Rob Beckwermert|Christopher Gora
6573,Avanti!,A successful businessman goes to Italy to arrange for the return of his tycoon father's body--and discovers that Dad died with his long-time mistress.,Tous publics,"2h 24m",https://m.media-amazon.com/images/M/MV5BYmJkN2Y1ODYtYTQ2OC00NWNjLWI0NGItM2FlN2NmOGMxYjNmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_FMjpg_UX1000_.jpg,Billy Wilder,Samuel A. Taylor|Billy Wilder|I.A.L. Diamond,Jack Lemmon|Juliet Mills|Clive Revill
159,Clockers,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.","16","2h 8m",https://m.media-amazon.com/images/M/MV5BZjQzMzc5YjItYjkwOS00ZWNlLTk5NmYtNDUyYWY2MTZiYzIzXkEyXkFqcGdeQXVyMjI0NTA4NzA@._V1_FMjpg_UX1201_.jpg,Spike Lee,Richard Price|Spike Lee,Harvey Keitel|John Turturro|Delroy Lindo
85780,It's a Trap!,The Griffins reprise their intergalactic roles in an outrageous retelling of Return of the Jedi.,TV-14,"56m",https://m.media-amazon.com/images/M/MV5BODcxOTQ4NTE4Ml5BMl5BanBnXkFtZTcwMjAxNzIzNQ@@._V1_FMjpg_UX653_.jpg,Peter Shin|James Purdum,Seth MacFarlane|David Zuckerman|Cherry Chevapravatdumrong,Seth MacFarlane|Alex Borstein|Seth Green
3717,"60 secondes chrono",A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.,Tous publics,"1h 58m",https://m.media-amazon.com/images/M/MV5BMTIwMzExNDEwN15BMl5BanBnXkFtZTYwODMxMzg2._V1_FMjpg_UX500_.jpg,Dominic Sena,H.B. Halicki|Scott Rosenberg,Nicolas Cage|Angelina Jolie|Giovanni Ribisi
118702,Invincible,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",Tous publics avec avertissement,"2h 17m",https://m.media-amazon.com/images/M/MV5BYjliMjliZjMtM2RhNC00M2UxLTk2MTYtNTI3YjIwN2VhZThhXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX1200_.jpg,Angelina Jolie,Joel Coen|Ethan Coen|Richard LaGravenese,Jack O'Connell|Miyavi|Domhnall Gleeson
81537,Date limite,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,Tous publics,"1h 35m",https://m.media-amazon.com/images/M/MV5BODU5MzI1OTEtNGM2Zi00ODYzLWI3NTItOGU3YWMyZTIxZGU2XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UX1000_.jpg,Todd Phillips,Alan R. Cohen|Alan Freedland|Adam Sztykiel,Robert Downey Jr.|Zach Galifianakis|Michelle Monaghan
103688,Conjuring: Les dossiers Warren,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,"12","1h 52m",https://m.media-amazon.com/images/M/MV5BMDY2MzAxMWUtYjE2Mi00NjRlLTk1YTktMjBiN2I3ZmRkZDkyXkEyXkFqcGdeQXVyMTEyODk3NTgz._V1_FMjpg_UY720_.jpg,James Wan,Chad Hayes|Carey W. Hayes,Patrick Wilson|Vera Farmiga|Ron Livingston
